"rental_id","owner_id","vehicle_id","location_id","rate_daily","rating","rentertripstaken","reviewcount","location_id-2","location_city","location_country","location_latitude","location_longitude","airport_city","vehicle_id-2","vehicle_make","vehicle_model","vehicle_type","vehicle_year","fueltype","estimated_car_price"
14319,10006641,235,3761,"56.00","5.00",47,44,3761,"San Diego","US","32.751785","-117.049297","San Diego",235,"BMW","4 Series Gran Coupe","coupe",2016,"GASOLINE","30000.00"
14320,2028096,1697,1603,"120.00","4.98",59,50,1603,"Chula Vista","US","32.626482","-117.016667","San Diego",1697,"Chevrolet","Corvette","coupe",2018,"GASOLINE","60000.00"
14321,1466987,956,3561,"59.00","5.00",83,72,3561,"San Diego","US","32.719133","-117.137708","San Diego",956,"FIAT","124 Spider","convertible",2018,"GASOLINE","25000.00"
14322,10305282,156,3322,"60.00","5.00",20,20,3322,"San Diego","US","32.738541","-117.128602","San Diego",156,"Audi","S4","sedan",2012,"GASOLINE","20000.00"
14323,15212902,780,1447,"50.00",NULL,0,0,1447,"San Diego","US","32.961660","-117.204993","San Diego",780,"Mercedes-Benz","E-Class","sedan",2011,"DIESEL","12000.00"
14324,8914534,777,648,"249.00","5.00",2,2,648,"Temecula","US","33.480819","-117.091054","San Diego",777,"Mercedes-Benz","S-Class","sedan",2015,"GASOLINE","40000.00"
14325,9764111,1560,4829,"59.00","5.00",21,18,4829,"Chula Vista","US","32.649372","-117.083340","San Diego",1560,"Ford","Mustang","coupe",2018,"GASOLINE","30000.00"
14326,5042084,1702,2110,"63.00","5.00",5,3,2110,"San Diego","US","32.745607","-117.167687","San Diego",1702,"BMW","Z4","convertible",2014,"GASOLINE","25000.00"
14327,8989343,956,81,"52.00","4.97",35,29,81,"San Diego","US","32.718404","-117.137098","San Diego",956,"FIAT","124 Spider","convertible",2018,"GASOLINE","25000.00"
14328,2904898,94,4012,"65.00","4.79",36,29,4012,"San Diego","US","32.785549","-117.097708","San Diego",94,"BMW","3 Series","sedan",2011,"GASOLINE","8000.00"
14329,13687419,1754,789,"69.00","5.00",3,2,789,"Oceanside","US","33.255175","-117.411238","San Diego",1754,"Audi","S6","sedan",2013,"GASOLINE","25000.00"
14330,5441466,1909,3238,"499.00","5.00",7,4,3238,"Beverly Hills","US","34.066636","-118.400681","Santa Ana",1909,"Mercedes-Benz","G-Class","suv",2017,"GASOLINE","120000.00"
14331,14593753,537,5283,"77.00","5.00",7,6,5283,"Trabuco Canyon","US","33.588266","-117.594121","Santa Ana",537,"Jeep","Wrangler","suv",2017,"GASOLINE","32000.00"
14332,1090502,610,2678,"60.00","5.00",2,2,2678,"San Diego","US","32.753564","-117.142491","San Diego",610,"Lincoln","MKZ","sedan",2017,"HYBRID","25000.00"
14333,1954201,346,1138,"181.00","4.98",59,52,1138,"San Diego","US","32.726897","-117.178935","San Diego",346,"Chevrolet","Corvette","coupe",2008,"GASOLINE","30000.00"
14334,15741458,1548,5519,"75.00",NULL,0,0,5519,"San Diego","US","32.941460","-117.212093","San Diego",1548,"Mercedes-Benz","S-Class","sedan",2012,"GASOLINE","25000.00"
14335,15676471,970,1033,"52.00",NULL,0,0,1033,"San Diego","US","32.979063","-117.161270","San Diego",970,"Audi","A4","sedan",2017,"GASOLINE","17000.00"
14336,2318184,1000,4190,"55.00","4.85",56,47,4190,"Commerce City","US","39.869914","-104.788321","Denver",1000,"Jeep","Renegade","suv",2017,"GASOLINE","18000.00"
14337,2245310,907,3355,"49.00","4.64",109,80,3355,"Lakewood","US","39.705390","-105.076852","Denver",907,"Toyota","Tacoma","truck",2004,"GASOLINE","8000.00"
14338,73134,1969,4096,"75.00","4.94",35,31,4096,"Fullerton","US","33.899739","-117.976989","Santa Ana",1969,"Lexus","GX 460","suv",2016,"GASOLINE","40000.00"
14339,2714703,1108,4501,"50.00","4.95",95,83,4501,"San Antonio","US","29.609353","-98.606425","San Antonio",1108,"Chevrolet","Camaro","coupe",2017,"GASOLINE","30000.00"
14340,5207578,1234,684,"109.00","4.84",83,62,684,"San Francisco","US","37.758066","-122.428422","San Francisco",1234,"Toyota","Prius Prime","hatchback",2017,"HYBRID","25000.00"
14341,5361818,1988,683,"50.00","4.94",87,70,683,"South San Francisco","US","37.650183","-122.391603","San Francisco",1988,"Toyota","Prius","sedan",2016,"HYBRID","18000.00"
14342,4423729,309,2844,"65.00","5.00",3,3,2844,"Irvine","US","33.694753","-117.717597","Santa Ana",309,"Mazda","CX-9","suv",2018,"GASOLINE","35000.00"
14343,170844,1427,1801,"80.00","4.75",54,40,1801,"Fort Lauderdale","US","26.112543","-80.141092","Fort Lauderdale",1427,"Jeep","Wrangler","suv",2016,"GASOLINE","30000.00"
14344,14766523,1202,4905,"57.00","5.00",11,11,4905,"Sarasota","US","27.382623","-82.552451","Sarasota/Bradenton",1202,"Toyota","Sienna","minivan",2015,"GASOLINE","25000.00"
14345,2714703,1644,5647,"60.00","4.97",49,36,5647,"San Antonio","US","29.609412","-98.606317","San Antonio",1644,"Lexus","RC","coupe",2019,"GASOLINE","45000.00"
14346,5545263,1327,4818,"50.00","5.00",11,10,4818,"Sarasota","US","27.341360","-82.450514","Sarasota/Bradenton",1327,"Ford","F-150","truck",2018,"GASOLINE","35000.00"
14347,10133270,762,1856,"79.00","5.00",10,7,1856,"Bradenton","US","27.429729","-82.503575","Sarasota/Bradenton",762,"Mercedes-Benz","M-Class","suv",2014,"GASOLINE","22000.00"
14348,2041686,291,2186,"229.00","4.92",85,66,2186,"Los Angeles","US","34.052728","-118.255092","Ontario",291,"Mercedes-Benz","G-Class","suv",2013,"GASOLINE","70000.00"
14349,3818445,1443,980,"50.00",NULL,0,0,980,"Cortez","US","27.474010","-82.684720","Sarasota/Bradenton",1443,"Chevrolet","Equinox","suv",2012,"GASOLINE","8000.00"
14350,10988010,966,1622,"66.00","5.00",35,31,1622,"San Antonio","US","29.639750","-98.620555","San Antonio",966,"Audi","A3","sedan",2017,"GASOLINE","19000.00"
14351,10514312,768,251,"100.00",NULL,0,0,251,"Sarasota","US","27.333692","-82.542355","Sarasota/Bradenton",768,"Toyota","Tundra","truck",2020,"GASOLINE","45000.00"
14352,14607761,266,4318,"89.00",NULL,0,0,4318,"San Antonio","US","29.615047","-98.636279","San Antonio",266,"Alfa Romeo","Giulia","sedan",2017,"GASOLINE","30000.00"
14353,3730585,968,2457,"80.00","5.00",25,22,2457,"San Antonio","US","29.639819","-98.490407","San Antonio",968,"Mercedes-Benz","E-Class","sedan",2014,"GASOLINE","25000.00"
14354,64265,1156,5314,"35.00","4.62",34,26,5314,"San Antonio","US","29.514110","-98.537911","San Antonio",1156,"Chevrolet","Malibu","sedan",2014,"GASOLINE","10000.00"
14355,11692797,1476,2756,"70.00","5.00",3,3,2756,"Sarasota","US","27.314497","-82.524208","Sarasota/Bradenton",1476,"Land Rover","LR2","suv",2015,"GASOLINE","18000.00"
14356,64265,40,4022,"35.00","5.00",1,1,4022,"San Antonio","US","29.513856","-98.537513","San Antonio",40,"Lincoln","MKZ","sedan",2016,"GASOLINE","22000.00"
14357,64265,1260,1775,"30.00","4.94",37,32,1775,"San Antonio","US","29.514568","-98.537258","San Antonio",1260,"Volkswagen","Passat","sedan",2013,"GASOLINE","10000.00"
14358,651599,169,1569,"98.00","4.99",102,94,1569,"San Antonio","US","29.571734","-98.599823","San Antonio",169,"Alfa Romeo","Giulia","sedan",2018,"GASOLINE","32000.00"
14359,64265,1896,309,"40.00",NULL,1,0,309,"San Antonio","US","29.513994","-98.538695","San Antonio",1896,"Ford","Mustang","coupe",2014,"GASOLINE","20000.00"
14360,64265,710,2560,"33.00","5.00",12,8,2560,"San Antonio","US","29.514048","-98.537704","San Antonio",710,"Chevrolet","Camaro","coupe",2013,"GASOLINE","18000.00"
14361,15400923,1225,2304,"115.00",NULL,0,0,2304,"Sarasota","US","27.253616","-82.530844","Sarasota/Bradenton",1225,"Jeep","Wrangler","suv",2018,"GASOLINE","35000.00"
14362,64265,251,2879,"33.00","4.77",16,13,2879,"San Antonio","US","29.514616","-98.537327","San Antonio",251,"Ford","Mustang","coupe",2012,"GASOLINE","15000.00"
14363,15323260,1758,5323,"85.00","5.00",5,5,5323,"Jacksonville","US","30.247900","-81.560233","Jacksonville",1758,"Jeep","Grand Cherokee","suv",2018,"GASOLINE","38000.00"
14364,64265,342,1111,"38.00","4.92",35,26,1111,"San Antonio","US","29.514145","-98.537695","San Antonio",342,"Audi","A4","sedan",2013,"GASOLINE","13000.00"
14365,64265,756,734,"39.00","4.95",24,21,734,"San Antonio","US","29.513666","-98.537542","San Antonio",756,"Audi","A6","sedan",2012,"GASOLINE","12000.00"
14366,1741624,563,1545,"159.00","5.00",3,3,1545,"Leon Valley","US","29.479633","-98.598827","San Antonio",563,"Mercedes-Benz","C-Class","sedan",2015,"GASOLINE","25000.00"
14367,64265,570,282,"35.00","5.00",4,3,282,"San Antonio","US","29.513595","-98.537175","San Antonio",570,"Volkswagen","Passat","sedan",2018,"GASOLINE","25000.00"
14368,64265,248,4136,"29.00","4.83",8,6,4136,"San Antonio","US","29.514525","-98.537667","San Antonio",248,"Volkswagen","Passat","sedan",2015,"GASOLINE","18000.00"
14369,64265,56,4245,"38.00",NULL,1,0,4245,"San Antonio","US","29.513181","-98.538155","San Antonio",56,"Mercedes-Benz","C-Class","sedan",2013,"GASOLINE","15000.00"
14370,64265,1078,882,"35.00","4.50",5,4,882,"San Antonio","US","29.514064","-98.537208","San Antonio",1078,"BMW","5 Series","sedan",2011,"GASOLINE","12000.00"
14371,64265,1260,4087,"29.00","4.50",10,8,4087,"San Antonio","US","29.513966","-98.537850","San Antonio",1260,"Volkswagen","Passat","sedan",2013,"GASOLINE","10000.00"
14372,64265,1836,3807,"35.00","3.67",4,3,3807,"San Antonio","US","29.514017","-98.536698","San Antonio",1836,"Chevrolet","Malibu","sedan",2018,"GASOLINE","22000.00"
14373,64265,1260,1006,"29.00","4.91",17,11,1006,"San Antonio","US","29.515205","-98.537785","San Antonio",1260,"Volkswagen","Passat","sedan",2013,"GASOLINE","10000.00"
14374,2224456,1895,1150,"36.00","4.86",38,35,1150,"Ruskin","US","27.713453","-82.448121","Sarasota/Bradenton",1895,"Dodge","Grand Caravan","minivan",2010,"GASOLINE","8000.00"
14375,2224456,1895,4598,"36.00","4.87",73,61,4598,"Ruskin","US","27.713791","-82.448229","Sarasota/Bradenton",1895,"Dodge","Grand Caravan","minivan",2010,"GASOLINE","8000.00"
14376,2224456,858,679,"36.00","4.78",57,46,679,"Ruskin","US","27.713714","-82.447558","Sarasota/Bradenton",858,"Suzuki","XL7","suv",2008,"GASOLINE","6000.00"
14377,651599,1801,2221,"45.00",NULL,1,0,2221,"San Antonio","US","29.570139","-98.600203","San Antonio",1801,"Volkswagen","Jetta","sedan",2019,"GASOLINE","20000.00"
14378,8510171,803,46,"65.00","3.00",2,2,46,"San Antonio","US","29.486385","-98.715862","San Antonio",803,"Chevrolet","Impala","sedan",2017,"GASOLINE","18000.00"
14379,641610,1323,4902,"25.00","4.96",89,80,4902,"Savannah","US","32.021679","-81.215536","Savannah",1323,"Chevrolet","Spark","hatchback",2013,"GASOLINE","7000.00"
14380,10603778,1507,957,"108.00","5.00",7,7,957,"St. Louis","US","38.611478","-90.243398","St Louis",1507,"Lincoln","Navigator","suv",2018,"GASOLINE","70000.00"
14381,981556,1614,3684,"80.00","5.00",8,7,3684,"St Peters","US","38.768621","-90.692060","St Louis",1614,"Honda","Odyssey","minivan",2015,"GASOLINE","20000.00"
14382,9475393,874,2817,"59.00","4.91",26,23,2817,"O'Fallon","US","38.770895","-90.707536","St Louis",874,"Ford","Explorer","suv",2014,"GASOLINE","18000.00"
14383,2327860,185,5137,"137.00","4.87",18,15,5137,"St. Louis","US","38.638145","-90.401568","St Louis",185,"Cadillac","Escalade","suv",2018,"GASOLINE","65000.00"
14384,4609659,666,5025,"69.00","4.97",39,34,5025,"Savannah","US","32.041294","-81.228972","Savannah",666,"Ford","Mustang","coupe",2015,"GASOLINE","25000.00"
14385,8311517,830,2865,"63.00","5.00",17,13,2865,"Saint Charles","US","38.814147","-90.475168","St Louis",830,"Hyundai","Tucson","suv",2019,"GASOLINE","25000.00"
14386,3158952,1573,436,"60.00","5.00",61,56,436,"St. Louis","US","38.606615","-90.453394","St Louis",1573,"Dodge","Journey","suv",2017,"GASOLINE","20000.00"
14387,13821135,266,1077,"222.00","5.00",1,1,1077,"Bluffton","US","32.270633","-80.910787","Savannah",266,"Alfa Romeo","Giulia","sedan",2017,"GASOLINE","30000.00"
14388,2854299,1719,752,"50.00","5.00",17,15,752,"St. Louis","US","38.485467","-90.397014","St Louis",1719,"Chrysler","Town and Country","minivan",2012,"GASOLINE","10000.00"
14389,10657724,1788,3073,"145.00","5.00",3,3,3073,"Aurora","US","39.636596","-104.731954","Denver",1788,"Tesla","Model X","suv",2020,"ELECTRIC","80000.00"
14390,2245310,1222,624,"50.00","4.71",176,128,624,"Lakewood","US","39.706444","-105.076865","Denver",1222,"Toyota","FJ Cruiser","suv",2007,"GASOLINE","15000.00"
14391,2854299,77,3077,"60.00","4.99",89,70,3077,"St. Louis","US","38.484339","-90.397313","St Louis",77,"GMC","Sierra 1500","truck",2007,"GASOLINE","10000.00"
14392,7371447,754,386,"275.00","5.00",6,6,386,"Louisville","US","38.296237","-85.570986","Louisville",754,"Chevrolet","Corvette","coupe",2017,"GASOLINE","50000.00"
14393,7789095,1731,563,"80.00","5.00",54,48,563,"Louisville","US","38.154563","-85.840622","Louisville",1731,"Ford","Mustang","coupe",2017,"GASOLINE","28000.00"
14394,2327860,1021,2139,"68.00","4.92",61,49,2139,"St. Louis","US","38.637647","-90.400201","St Louis",1021,"Jeep","Wrangler JK","suv",2018,"GASOLINE","35000.00"
14395,1561528,1121,3170,"120.00","4.93",116,102,3170,"San Francisco","US","37.775931","-122.390396","San Francisco",1121,"Tesla","Model S","sedan",2017,"ELECTRIC","55000.00"
14396,10225436,1340,844,"95.00","5.00",2,2,844,"Louisville","US","38.184197","-85.764698","Louisville",1340,"Volvo","S90","sedan",2018,"HYBRID","40000.00"
14397,10431641,1989,1913,"54.00","4.79",20,19,1913,"Gresham","US","45.467096","-122.459829","Portland",1989,"BMW","X4","suv",2015,"GASOLINE","30000.00"
14398,5147182,1204,5378,"29.00","4.82",147,113,5378,"Chicago","US","41.974388","-87.716472","Chicago",1204,"Toyota","RAV4","suv",2006,"GASOLINE","6000.00"
14399,14442226,1813,1121,"54.00","5.00",3,3,1121,"Rowlett","US","32.906704","-96.566350","Dallas",1813,"Jeep","Grand Cherokee","suv",2014,"GASOLINE","20000.00"
14400,7230130,1151,347,"68.00",NULL,0,0,347,"Dallas","US","32.825516","-96.859316","Dallas",1151,"Chevrolet","Blazer","suv",2019,"GASOLINE","30000.00"
14401,8432343,1480,5344,"149.00","5.00",2,2,5344,"Louisville","US","38.247128","-85.587862","Louisville",1480,"Mercedes-Benz","C-Class","sedan",2018,"GASOLINE","38000.00"
14402,7371447,1560,3660,"275.00","5.00",8,8,3660,"Louisville","US","38.296821","-85.571481","Louisville",1560,"Ford","Mustang","coupe",2018,"GASOLINE","30000.00"
14403,15063801,797,3907,"36.00","5.00",4,3,3907,"Federal Way","US","47.280591","-122.303758","Seattle",797,"Volkswagen","Jetta","sedan",2015,"GASOLINE","14000.00"
14404,4653730,1600,1109,"62.00","5.00",12,11,1109,"Burien","US","47.498029","-122.322277","Seattle",1600,"Mercedes-Benz","CLA-Class","coupe",2016,"GASOLINE","25000.00"
14405,13486937,1453,2811,"64.00","5.00",7,7,2811,"SeaTac","US","47.416549","-122.297047","Seattle",1453,"Acura","TLX","sedan",2019,"GASOLINE","25000.00"
14406,11510096,1908,2477,"189.00","5.00",8,5,2477,"Puyallup","US","47.110477","-122.322515","Seattle",1908,"Maserati","Ghibli","coupe",2016,"GASOLINE","50000.00"
14407,9422919,1495,3058,"89.00","4.89",44,37,3058,"Seffner","US","27.978818","-82.285907","Tampa",1495,"Chevrolet","Tahoe","suv",2015,"GASOLINE","30000.00"
14408,7493945,487,1778,"36.00","4.79",41,34,1778,"Tampa","US","27.983650","-82.548266","Tampa",487,"Chevrolet","Uplander","minivan",2008,"GASOLINE","4000.00"
14409,1943700,1977,300,"399.00","5.00",5,3,300,"Bellevue","US","47.546845","-122.195002","Seattle",1977,"Alfa Romeo","4C","coupe",2016,"GASOLINE","48000.00"
14410,10537511,1084,5290,"499.00",NULL,0,0,5290,"Newcastle","US","47.542988","-122.164311","Seattle",1084,"Ford","Mustang","coupe",2020,"GASOLINE","40000.00"
14411,15204629,299,669,"76.00","5.00",8,8,669,"Irvine","US","33.665463","-117.794837","Santa Ana",299,"BMW","7 Series","sedan",2016,"GASOLINE","40000.00"
14412,8085388,1078,477,"120.00","4.84",26,25,477,"Seattle","US","47.559828","-122.286831","Seattle",1078,"BMW","5 Series","sedan",2011,"GASOLINE","12000.00"
14413,404233,592,5520,"38.00","4.95",20,19,5520,"Renton","US","47.464525","-122.209119","Seattle",592,"Cadillac","ATS","sedan",2013,"GASOLINE","15000.00"
14414,8701187,276,3800,"56.00","5.00",49,47,3800,"Tampa","US","27.969283","-82.569076","Tampa",276,"Toyota","RAV4","suv",2018,"GASOLINE","25000.00"
14415,9473231,1216,2537,"100.00","4.80",6,5,2537,"Tampa","US","27.870187","-82.526410","Tampa",1216,"Mercedes-Benz","GL-Class","suv",2012,"DIESEL","20000.00"
14416,5499444,1214,5285,"155.00","5.00",3,3,5285,"Wesley Chapel","US","28.183832","-82.365149","Tampa",1214,"Land Rover","Range Rover Velar","suv",2018,"GASOLINE","50000.00"
14417,6867103,44,5373,"72.00","5.00",31,28,5373,"Tampa","US","27.962386","-82.464326","Tampa",44,"Jeep","Gladiator","truck",2020,"GASOLINE","45000.00"
14418,13785187,1560,407,"59.00","1.00",1,1,407,"Seattle","US","47.513483","-122.329250","Seattle",1560,"Ford","Mustang","coupe",2018,"GASOLINE","30000.00"
14419,5103874,616,4877,"150.00","5.00",10,7,4877,"Bellevue","US","47.590530","-122.170880","Seattle",616,"Maserati","Ghibli","coupe",2014,"GASOLINE","40000.00"
14420,1916395,1167,2598,"72.00","5.00",18,17,2598,"Huntington Beach","US","33.702535","-117.995267","Santa Ana",1167,"Porsche","911","coupe",2010,"GASOLINE","60000.00"
14421,10152330,49,4534,"109.00",NULL,0,0,4534,"North Bend","US","47.493023","-121.772522","Seattle",49,"Mercedes-Benz","E-Class","sedan",2017,"GASOLINE","35000.00"
14422,14279997,1645,1009,"58.00","5.00",2,2,1009,"Parkland","US","47.153209","-122.419173","Seattle",1645,"Mercedes-Benz","C-Class","sedan",2012,"GASOLINE","12000.00"
14423,1618497,1471,3571,"409.00",NULL,0,0,3571,"Clermont","US","28.640953","-81.774981","Orlando",1471,"Nissan","GT-R","coupe",2016,"GASOLINE","80000.00"
14424,13601046,316,4069,"89.00","5.00",26,25,4069,"Maitland","US","28.628653","-81.346973","Orlando",316,"Porsche","Boxster","convertible",2010,"GASOLINE","20000.00"
14425,9704656,1519,591,"70.00","5.00",33,30,591,"Longwood","US","28.707856","-81.412032","Orlando",1519,"BMW","5 Series","sedan",2016,"GASOLINE","30000.00"
14426,15078908,550,3622,"30.00","4.83",12,12,3622,"Orlando","US","28.575155","-81.238888","Orlando",550,"Volkswagen","Jetta","sedan",2016,"GASOLINE","15000.00"
14427,11351604,79,112,"120.00","5.00",3,2,112,"Tampa","US","27.952128","-82.459269","Tampa",79,"Porsche","Macan","suv",2015,"GASOLINE","35000.00"
14428,14985418,1246,4176,"32.00","4.60",13,10,4176,"Tampa","US","27.960897","-82.514332","Tampa",1246,"Dodge","Grand Caravan","minivan",2012,"GASOLINE","8000.00"
14429,15078908,900,3408,"27.00","5.00",6,4,3408,"Orlando","US","28.574795","-81.238784","Orlando",900,"Volkswagen","Jetta","sedan",2012,"GASOLINE","7000.00"
14430,15721481,1155,3996,"48.00","5.00",1,1,3996,"Tampa","US","27.961199","-82.514627","Tampa",1155,"Toyota","Tacoma","truck",2020,"GASOLINE","35000.00"
14431,3140152,9,3407,"119.00","5.00",76,64,3407,"Orlando","US","28.469205","-81.267409","Orlando",9,"Chevrolet","Camaro","coupe",2015,"GASOLINE","28000.00"
14432,13601046,262,523,"69.00","5.00",12,12,523,"Maitland","US","28.628826","-81.349252","Orlando",262,"Audi","A3","sedan",2016,"GASOLINE","18000.00"
14433,3140152,696,5713,"136.00","4.94",19,17,5713,"Orlando","US","28.468883","-81.265763","Orlando",696,"Chevrolet","Camaro","coupe",2016,"GASOLINE","28000.00"
14434,8198146,1560,948,"73.00","5.00",70,64,948,"Orlando","US","28.371745","-81.280851","Orlando",1560,"Ford","Mustang","coupe",2018,"GASOLINE","30000.00"
14435,4913720,1801,4058,"37.00",NULL,0,0,4058,"Winter Park","US","28.603782","-81.353048","Orlando",1801,"Volkswagen","Jetta","sedan",2019,"GASOLINE","20000.00"
14436,6598076,666,5394,"29.00","4.96",50,45,5394,"Orlando","US","28.546902","-81.376204","Orlando",666,"Ford","Mustang","coupe",2015,"GASOLINE","25000.00"
14437,598488,1021,4843,"68.00","4.91",129,115,4843,"Tampa","US","28.064078","-82.624516","Tampa",1021,"Jeep","Wrangler JK","suv",2018,"GASOLINE","35000.00"
14438,15436077,1738,5567,"40.00","5.00",3,2,5567,"Tampa","US","27.961285","-82.514474","Tampa",1738,"Mitsubishi","Outlander","suv",2014,"GASOLINE","12000.00"
14439,11592515,902,4790,"49.00","4.95",44,41,4790,"Tampa","US","28.006312","-82.560063","Tampa",902,"Toyota","C-HR","hatchback",2018,"GASOLINE","22000.00"
14440,598488,308,984,"49.00","4.98",119,108,984,"Tampa","US","27.955595","-82.530939","Tampa",308,"Chevrolet","Equinox","suv",2018,"GASOLINE","25000.00"
14441,5764964,550,5162,"39.00","5.00",45,41,5162,"Orlando","US","28.372106","-81.279329","Orlando",550,"Volkswagen","Jetta","sedan",2016,"GASOLINE","15000.00"
14442,9122644,439,1549,"95.00","5.00",23,21,1549,"Palm Harbor","US","28.074814","-82.718938","Tampa",439,"Dodge","Ram 1500","truck",2019,"GASOLINE","35000.00"
14443,2661711,754,5845,"126.00","4.95",76,66,5845,"Daly City","US","37.653724","-122.455093","San Francisco",754,"Chevrolet","Corvette","coupe",2017,"GASOLINE","50000.00"
14444,15693259,1744,5019,"76.00","5.00",1,1,5019,"St. Petersburg","US","27.809371","-82.756721","Tampa",1744,"BMW","X3","suv",2017,"GASOLINE","35000.00"
14445,603217,65,1623,"185.00","4.88",66,49,1623,"Orlando","US","28.539957","-81.382751","Tampa",65,"Tesla","Model X","suv",2017,"ELECTRIC","65000.00"
14446,9996905,1525,3656,"80.00","5.00",17,16,3656,"San Bruno","US","37.633001","-122.410688","San Francisco",1525,"Mazda","MX-5 Miata","convertible",2017,"GASOLINE","28000.00"
14447,3569427,91,1905,"45.00","4.88",46,41,1905,"Land O Lakes","US","28.208151","-82.395263","Tampa",91,"Mitsubishi","Outlander","suv",2017,"GASOLINE","22000.00"
14448,487015,1899,395,"99.00","4.90",122,109,395,"Burlingame","US","37.593989","-122.363749","San Francisco",1899,"BMW","Z4","convertible",2011,"GASOLINE","15000.00"
14449,487015,55,3131,"89.00","4.94",172,145,3131,"Burlingame","US","37.594017","-122.363625","San Francisco",55,"Ford","Mustang","coupe",2016,"GASOLINE","25000.00"
14450,10090321,1762,5114,"87.00","4.92",17,13,5114,"Tampa","US","28.066564","-82.626664","Tampa",1762,"Mercedes-Benz","GLE-Class","suv",2016,"GASOLINE","40000.00"
14451,117750,1899,2914,"85.00","4.99",292,225,2914,"Millbrae","US","37.593563","-122.388990","San Francisco",1899,"BMW","Z4","convertible",2011,"GASOLINE","15000.00"
14452,5494464,1656,431,"79.00","4.77",26,22,431,"Dallas","US","32.824741","-96.790031","Dallas",1656,"Jeep","Wrangler Unlimited","suv",2020,"GASOLINE","45000.00"
14453,9087116,971,1781,"47.00","4.94",63,51,1781,"Chicago","US","41.855266","-87.658026","Chicago",971,"Toyota","RAV4","suv",2015,"GASOLINE","20000.00"
14454,14243268,1249,2101,"36.00","5.00",9,7,2101,"Memphis","US","35.016046","-89.800909","Memphis",1249,"Jeep","Cherokee","suv",2019,"GASOLINE","28000.00"
14455,7492380,1801,2012,"44.00","4.82",37,33,2012,"South San Francisco","US","37.657220","-122.415589","San Francisco",1801,"Volkswagen","Jetta","sedan",2019,"GASOLINE","20000.00"
14456,11857825,566,4130,"42.00","4.96",28,25,4130,"San Mateo","US","37.573924","-122.335546","San Francisco",566,"Volkswagen","Passat","sedan",2014,"GASOLINE","15000.00"
14457,487015,476,1883,"79.00","4.82",112,96,1883,"Burlingame","US","37.593797","-122.363712","San Francisco",476,"BMW","3 Series","sedan",2015,"GASOLINE","20000.00"
14458,4351833,1672,3939,"135.00","4.99",101,95,3939,"San Bruno","US","37.619206","-122.417973","San Francisco",1672,"Chevrolet","Corvette Stingray","convertible",2014,"GASOLINE","40000.00"
14459,4574689,886,1049,"56.00","5.00",3,3,1049,"North Bergen","US","40.804938","-74.015220","Newark",886,"Toyota","Camry","sedan",2016,"GASOLINE","18000.00"
14460,5248408,1949,4143,"200.00",NULL,0,0,4143,"Tampa","US","27.959613","-82.521313","Tampa",1949,"Chevrolet","Tahoe","suv",2018,"GASOLINE","55000.00"
14461,15201635,1758,5571,"65.00","5.00",1,1,5571,"Norco","US","33.942897","-117.518842","Ontario",1758,"Jeep","Grand Cherokee","suv",2018,"GASOLINE","38000.00"
14462,62028,955,736,"47.00","4.67",6,3,736,"Tampa","US","28.065405","-82.499216","Tampa",955,"Mercedes-Benz","M-Class","suv",2008,"GASOLINE","8000.00"
14463,3722216,1225,3209,"79.00","4.77",36,31,3209,"Riverview","US","27.877338","-82.358999","Tampa",1225,"Jeep","Wrangler","suv",2018,"GASOLINE","35000.00"
14464,8008622,79,3189,"143.00","5.00",18,14,3189,"Brooksville","US","28.532356","-82.228345","Tampa",79,"Porsche","Macan","suv",2015,"GASOLINE","35000.00"
14465,7973567,34,4494,"72.00",NULL,0,0,4494,"Oakland","US","37.712400","-122.218984","San Francisco",34,"BMW","5 Series","sedan",2014,"GASOLINE","22000.00"
14466,10278314,543,2349,"100.00","5.00",6,4,2349,"Tampa","US","28.047609","-82.520930","Tampa",543,"Mercedes-Benz","M-Class","suv",2007,"GASOLINE","7000.00"
14467,14956396,1745,1732,"65.00","5.00",5,5,1732,"San Mateo","US","37.570124","-122.331525","San Francisco",1745,"Nissan","370Z","coupe",2013,"GASOLINE","20000.00"
14468,4351833,1421,4853,"379.00","4.90",31,30,4853,"San Bruno","US","37.620548","-122.416872","San Francisco",1421,"Audi","R8","coupe",2011,"GASOLINE","90000.00"
14469,4911711,1480,5501,"108.00","4.98",56,51,5501,"Sausalito","US","37.875663","-122.520419","San Francisco",1480,"Mercedes-Benz","C-Class","sedan",2018,"GASOLINE","38000.00"
14470,378901,548,2662,"489.00","5.00",3,3,2662,"Tampa","US","27.994127","-82.584143","Tampa",548,"Mercedes-Benz","G-Class","suv",2020,"GASOLINE","150000.00"
14471,14833905,1560,3512,"66.00",NULL,1,0,3512,"San Bruno","US","37.606629","-122.426543","San Francisco",1560,"Ford","Mustang","coupe",2018,"GASOLINE","30000.00"
14472,11584909,1190,1187,"400.00","5.00",1,1,1187,"San Francisco","US","37.748901","-122.389857","San Francisco",1190,"Mercedes-Benz","S-Class","sedan",2016,"GASOLINE","50000.00"
14473,9098257,1225,2956,"70.00","5.00",28,26,2956,"Safety Harbor","US","28.004335","-82.705380","Tampa",1225,"Jeep","Wrangler","suv",2018,"GASOLINE","35000.00"
14474,85053,423,4369,"599.00","5.00",24,13,4369,"Burlingame","US","37.589659","-122.340808","San Francisco",423,"Ferrari","California","coupe",2012,"GASOLINE","80000.00"
